start.labels,start.properties.name,start.properties.userId,relationship.identity,relationship.start,relationship.end,relationship.properties.rating,relationship.properties.timestamp
['User'],Dylan Robinson,17,23384,9161,5981,4.5,1127471248
['User'],Dylan Robinson,17,23387,9161,6079,4.5,1127474893
['User'],Dylan Robinson,17,23386,9161,6074,3.0,1127472057
['User'],Dylan Robinson,17,23389,9161,6141,2.5,1127475161
['User'],Dylan Robinson,17,23388,9161,6121,5.0,1127470680
['User'],Dylan Robinson,17,23391,9161,6173,2.0,1127475261
['User'],Dylan Robinson,17,23390,9161,6164,1.0,1127473991
['User'],Dylan Robinson,17,23377,9161,5660,2.5,1127471208
['User'],Dylan Robinson,17,23376,9161,5654,3.5,1127470788
['User'],Dylan Robinson,17,23379,9161,5917,5.0,1127471031
['User'],Dylan Robinson,17,23378,9161,5916,3.5,1127468773
['User'],Dylan Robinson,17,23381,9161,5950,4.0,1127470792
['User'],Dylan Robinson,17,23380,9161,5937,3.0,1127475110
['User'],Dylan Robinson,17,23383,9161,5964,3.0,1127475574
['User'],Dylan Robinson,17,23382,9161,5960,5.0,1127469035
['User'],Dylan Robinson,17,23368,9161,5563,4.5,1127472292
['User'],Dylan Robinson,17,23369,9161,5597,0.5,1127475524
['User'],Dylan Robinson,17,23370,9161,5603,3.5,1127470706
['User'],Dylan Robinson,17,23371,9161,5617,4.5,1127470716
['User'],Dylan Robinson,17,23372,9161,5626,3.0,1127475246
['User'],Dylan Robinson,17,23373,9161,5639,5.0,1127470724
['User'],Dylan Robinson,17,23374,9161,5643,3.0,1127471549
['User'],Dylan Robinson,17,23375,9161,5644,5.0,1127470911
['User'],Dylan Robinson,17,23360,9161,5487,4.0,1127472266
['User'],Dylan Robinson,17,23361,9161,5498,3.5,1127471100
['User'],Dylan Robinson,17,23362,9161,5499,3.0,1127473138
['User'],Dylan Robinson,17,23363,9161,5510,2.0,1127473808
['User'],Dylan Robinson,17,23364,9161,5517,3.5,1127472829
['User'],Dylan Robinson,17,23365,9161,5525,3.0,1127471144
['User'],Dylan Robinson,17,23366,9161,5555,2.0,1127473772
['User'],Dylan Robinson,17,23367,9161,5556,0.5,1127473349
['User'],Dylan Robinson,17,23359,9161,5444,4.5,1127474727
['User'],Dylan Robinson,17,23358,9161,5420,3.0,1127470866
['User'],Dylan Robinson,17,23357,9161,5411,3.0,1127472844
['User'],Dylan Robinson,17,23356,9161,5385,5.0,1127470713
['User'],Dylan Robinson,17,23355,9161,5378,3.0,1127474877
['User'],Dylan Robinson,17,23354,9161,5328,0.5,1127475448
['User'],Dylan Robinson,17,23353,9161,5323,3.5,1127471336
['User'],Dylan Robinson,17,23352,9161,5322,5.0,1127470503
['User'],Dylan Robinson,17,23351,9161,5267,4.0,1127474420
['User'],Dylan Robinson,17,23350,9161,5255,4.0,1127472156
['User'],Dylan Robinson,17,23349,9161,5246,5.0,1127473707
['User'],Dylan Robinson,17,23348,9161,5235,4.5,1127471038
['User'],Dylan Robinson,17,23347,9161,5226,5.0,1127469051
['User'],Dylan Robinson,17,23346,9161,5210,5.0,1127470520
['User'],Dylan Robinson,17,23345,9161,5174,1.0,1127475148
['User'],Dylan Robinson,17,23344,9161,5171,4.5,1127470380
['User'],Dylan Robinson,17,23342,9161,5146,4.5,1127470361
['User'],Dylan Robinson,17,23343,9161,5151,5.0,1127473913
['User'],Dylan Robinson,17,23340,9161,5086,4.0,1127470592
['User'],Dylan Robinson,17,23341,9161,5097,4.0,1127473557
['User'],Dylan Robinson,17,23338,9161,5045,4.5,1127470693
['User'],Dylan Robinson,17,23339,9161,5053,2.0,1127473904
['User'],Dylan Robinson,17,23336,9161,5028,5.0,1127474398
['User'],Dylan Robinson,17,23033,9161,41,4.5,1127470880
['User'],Dylan Robinson,17,23032,9161,36,4.5,1127469531
['User'],Dylan Robinson,17,23035,9161,47,4.5,1127469535
['User'],Dylan Robinson,17,23034,9161,44,4.5,1127469436
['User'],Dylan Robinson,17,23037,9161,65,5.0,1127469450
['User'],Dylan Robinson,17,23036,9161,61,5.0,1127469246
['User'],Dylan Robinson,17,23039,9161,168,4.0,1127470242
['User'],Dylan Robinson,17,23038,9161,118,5.0,1127469023
['User'],Dylan Robinson,17,23031,9161,12,4.5,1127469542
['User'],Dylan Robinson,17,23299,9161,4583,0.5,1127472976
['User'],Dylan Robinson,17,23298,9161,4580,1.0,1127472991
['User'],Dylan Robinson,17,23297,9161,4576,3.5,1127475334
['User'],Dylan Robinson,17,23296,9161,4553,4.0,1127472872
['User'],Dylan Robinson,17,23303,9161,4630,2.0,1127472896
['User'],Dylan Robinson,17,23302,9161,4622,2.0,1127470144
['User'],Dylan Robinson,17,23301,9161,4601,2.0,1127473829
['User'],Dylan Robinson,17,23300,9161,4600,2.0,1127475308
['User'],Dylan Robinson,17,23307,9161,4691,0.5,1127473548
['User'],Dylan Robinson,17,23306,9161,4690,3.0,1127469259
['User'],Dylan Robinson,17,23305,9161,4635,4.0,1127470895
['User'],Dylan Robinson,17,23304,9161,4633,0.5,1127472979
['User'],Dylan Robinson,17,23311,9161,4758,4.5,1127468985
['User'],Dylan Robinson,17,23310,9161,4728,3.5,1127475452
['User'],Dylan Robinson,17,23309,9161,4711,4.0,1127474916
['User'],Dylan Robinson,17,23308,9161,4704,5.0,1127474791
['User'],Dylan Robinson,17,23314,9161,4786,1.5,1127470254
['User'],Dylan Robinson,17,23315,9161,4807,4.0,1127473461
['User'],Dylan Robinson,17,23312,9161,4769,4.5,1127474277
['User'],Dylan Robinson,17,23313,9161,4783,3.5,1127471196
['User'],Dylan Robinson,17,23318,9161,4830,3.5,1127475092
['User'],Dylan Robinson,17,23319,9161,4864,2.0,1127471327
['User'],Dylan Robinson,17,23316,9161,4819,4.0,1127472413
['User'],Dylan Robinson,17,23317,9161,4821,4.0,1127472303
['User'],Dylan Robinson,17,23322,9161,4922,3.5,1127475055
['User'],Dylan Robinson,17,23323,9161,4925,3.5,1127473832
['User'],Dylan Robinson,17,23320,9161,4874,4.5,1127470187
['User'],Dylan Robinson,17,23321,9161,4920,5.0,1127471166
['User'],Dylan Robinson,17,23326,9161,4944,4.0,1127475101
['User'],Dylan Robinson,17,23327,9161,4953,2.5,1127470546
['User'],Dylan Robinson,17,23324,9161,4931,5.0,1127470752
['User'],Dylan Robinson,17,23325,9161,4936,4.0,1127471083
['User'],Dylan Robinson,17,23329,9161,4972,2.5,1127474852
['User'],Dylan Robinson,17,23328,9161,4958,4.5,1127470734
['User'],Dylan Robinson,17,23331,9161,4990,4.5,1127470872
['User'],Dylan Robinson,17,23330,9161,4989,4.5,1127474908
['User'],Dylan Robinson,17,23333,9161,5010,4.0,1127472094
['User'],Dylan Robinson,17,23332,9161,5004,3.5,1127471213
['User'],Dylan Robinson,17,23335,9161,5024,4.5,1127470554
['User'],Dylan Robinson,17,23334,9161,5023,4.5,1127469062
['User'],Dylan Robinson,17,23337,9161,5034,4.5,1127471109
['User'],Katie Brown,18,23444,9162,726,1.0,856007587
['User'],Katie Brown,18,23397,9162,18,3.0,856007219
['User'],Katie Brown,18,23396,9162,15,3.0,856006982
['User'],Katie Brown,18,23399,9162,27,4.0,856006886
['User'],Katie Brown,18,23398,9162,24,2.0,856007147
['User'],Katie Brown,18,23395,9162,12,4.0,856006982
['User'],Katie Brown,18,23394,9162,11,3.0,856006982
['User'],Katie Brown,18,23405,9162,75,4.0,856006886
['User'],Katie Brown,18,23404,9162,66,3.0,856007075
['User'],Katie Brown,18,23407,9162,87,3.0,856007359
['User'],Katie Brown,18,23406,9162,86,2.0,856007279
['User'],Katie Brown,18,23401,9162,36,5.0,856006886
['User'],Katie Brown,18,23400,9162,28,3.0,856007359
['User'],Katie Brown,18,23403,9162,47,3.0,856006982
['User'],Katie Brown,18,23402,9162,44,5.0,856006885
['User'],Katie Brown,18,23412,9162,101,3.0,856007409
['User'],Katie Brown,18,23413,9162,104,3.0,856006886
['User'],Katie Brown,18,23414,9162,109,4.0,856007279
['User'],Katie Brown,18,23415,9162,138,3.0,856007147
['User'],Katie Brown,18,23408,9162,90,2.0,856007147
['User'],Katie Brown,18,23409,9162,92,3.0,856007495
['User'],Katie Brown,18,23410,9162,96,4.0,856007495
['User'],Katie Brown,18,23411,9162,97,4.0,856007409
['User'],Katie Brown,18,23420,9162,554,4.0,856006982
['User'],Katie Brown,18,23421,9162,569,4.0,856007147
['User'],Katie Brown,18,23422,9162,578,3.0,856007359
['User'],Katie Brown,18,23423,9162,580,3.0,856006886
['User'],Katie Brown,18,23416,9162,139,4.0,856006885
['User'],Katie Brown,18,23417,9162,251,3.0,856007075
['User'],Katie Brown,18,23418,9162,359,3.0,856007075
['User'],Katie Brown,18,23419,9162,460,3.0,856006982
['User'],Katie Brown,18,23434,9162,663,3.0,856006885
['User'],Katie Brown,18,23435,9162,668,4.0,856007495
['User'],Katie Brown,18,23432,9162,654,1.0,856007147
['User'],Katie Brown,18,23433,9162,656,2.0,856007587
['User'],Katie Brown,18,23438,9162,677,4.0,856007219
['User'],Katie Brown,18,23439,9162,680,4.0,856007147
['User'],Katie Brown,18,23436,9162,669,4.0,856006982
['User'],Katie Brown,18,23437,9162,671,3.0,856007075
['User'],Katie Brown,18,23426,9162,618,4.0,856007075
['User'],Katie Brown,18,23427,9162,625,3.0,856007219
['User'],Katie Brown,18,23424,9162,583,4.0,856007075
['User'],Katie Brown,18,23425,9162,617,3.0,856007279
['User'],Katie Brown,18,23430,9162,640,3.0,856007219
['User'],Katie Brown,18,23431,9162,644,3.0,856007359
['User'],Katie Brown,18,23428,9162,634,4.0,856006982
['User'],Katie Brown,18,23429,9162,636,2.0,856006885
['User'],Katie Brown,18,23443,9162,712,3.0,856007279
['User'],Katie Brown,18,23442,9162,709,4.0,856007587
['User'],Katie Brown,18,23441,9162,694,3.0,856007219
['User'],Katie Brown,18,23440,9162,687,3.0,856092135
['User'],Misty Williams,19,23538,9163,303,4.0,855195189
['User'],Misty Williams,19,23539,9163,310,5.0,855191383
['User'],Misty Williams,19,23536,9163,295,5.0,855191654
['User'],Misty Williams,19,23537,9163,301,3.0,855194824
['User'],Misty Williams,19,23542,9163,316,3.0,855193274
['User'],Misty Williams,19,23543,9163,317,3.0,855194773
['User'],Misty Williams,19,23540,9163,312,4.0,855192210
['User'],Misty Williams,19,23541,9163,313,3.0,855192814
['User'],Misty Williams,19,23546,9163,323,4.0,855193599
['User'],Misty Williams,19,23547,9163,324,3.0,855193404
['User'],Misty Williams,19,23544,9163,318,4.0,855191846
['User'],Misty Williams,19,23545,9163,321,3.0,855193643
['User'],Misty Williams,19,23550,9163,330,3.0,855192910
['User'],Misty Williams,19,23551,9163,332,4.0,855191622
['User'],Misty Williams,19,23548,9163,328,3.0,855194560
['User'],Misty Williams,19,23549,9163,329,3.0,855191289
['User'],Misty Williams,19,23523,9163,253,5.0,855193220
['User'],Misty Williams,19,23522,9163,252,4.0,855194216
['User'],Misty Williams,19,23521,9163,251,4.0,855190199
['User'],Misty Williams,19,23520,9163,244,3.0,855191430
['User'],Misty Williams,19,23527,9163,272,3.0,855192982
['User'],Misty Williams,19,23526,9163,267,1.0,855194605
['User'],Misty Williams,19,23525,9163,260,3.0,855191882
['User'],Misty Williams,19,23524,9163,257,1.0,855194773
['User'],Misty Williams,19,23531,9163,282,4.0,855194693
['User'],Misty Williams,19,23530,9163,281,4.0,855193465
['User'],Misty Williams,19,23529,9163,277,5.0,855191383
['User'],Misty Williams,19,23528,9163,274,3.0,855192910
['User'],Misty Williams,19,23535,9163,294,5.0,855191622
['User'],Misty Williams,19,23534,9163,293,5.0,855191584
['User'],Misty Williams,19,23533,9163,287,3.0,855193220
['User'],Misty Williams,19,23532,9163,285,5.0,855191226
['User'],Misty Williams,19,23504,9163,190,4.0,855191383
['User'],Misty Williams,19,23505,9163,192,3.0,855193806
['User'],Misty Williams,19,23506,9163,193,3.0,855191478
['User'],Misty Williams,19,23507,9163,197,3.0,855193054
['User'],Misty Williams,19,23508,9163,201,3.0,855192120
['User'],Misty Williams,19,23509,9163,203,3.0,855194790
['User'],Misty Williams,19,23510,9163,204,2.0,855193510
['User'],Misty Williams,19,23511,9163,208,3.0,855191324
['User'],Misty Williams,19,23512,9163,215,4.0,855191622
['User'],Misty Williams,19,23513,9163,220,4.0,855191701
['User'],Misty Williams,19,23514,9163,221,5.0,855192308
['User'],Misty Williams,19,23515,9163,222,3.0,855194087
['User'],Misty Williams,19,23516,9163,226,3.0,855191324
['User'],Misty Williams,19,23517,9163,237,4.0,855191478
['User'],Misty Williams,19,23518,9163,238,4.0,855191430
['User'],Misty Williams,19,23519,9163,240,3.0,855193530
['User'],Misty Williams,19,23489,9163,139,3.0,855190091
['User'],Misty Williams,19,23488,9163,130,3.0,855191429
['User'],Misty Williams,19,23491,9163,146,3.0,855191289
['User'],Misty Williams,19,23490,9163,141,4.0,855193720
['User'],Misty Williams,19,23493,9163,150,4.0,855191383
['User'],Misty Williams,19,23492,9163,149,3.0,855193751
['User'],Misty Williams,19,23495,9163,156,4.0,855194718
['User'],Misty Williams,19,23494,9163,155,4.0,855191775
['User'],Misty Williams,19,23497,9163,163,3.0,855191227
['User'],Misty Williams,19,23496,9163,158,5.0,855191226
['User'],Misty Williams,19,23499,9163,170,1.0,855194345
['User'],Misty Williams,19,23498,9163,164,2.0,855194264
['User'],Misty Williams,19,23501,9163,175,2.0,855192496
['User'],Misty Williams,19,23500,9163,174,4.0,855191383
['User'],Misty Williams,19,23503,9163,178,3.0,855192957
['User'],Misty Williams,19,23502,9163,177,2.0,855193865
['User'],Misty Williams,19,23478,9163,100,3.0,855193220
['User'],Misty Williams,19,23479,9163,103,3.0,855190290
['User'],Misty Williams,19,23476,9163,82,4.0,855191324
['User'],Misty Williams,19,23477,9163,86,3.0,855190261
['User'],Misty Williams,19,23474,9163,76,3.0,855190349
['User'],Misty Williams,19,23475,9163,77,2.0,855193770
['User'],Misty Williams,19,23472,9163,70,3.0,855192717
['User'],Misty Williams,19,23473,9163,71,3.0,855190167
['User'],Misty Williams,19,23486,9163,119,3.0,855190128
['User'],Misty Williams,19,23487,9163,127,3.0,855194378
['User'],Misty Williams,19,23484,9163,117,3.0,855193530
['User'],Misty Williams,19,23485,9163,118,5.0,855191324
['User'],Misty Williams,19,23482,9163,110,3.0,855190531
['User'],Misty Williams,19,23483,9163,114,3.0,855192656
['User'],Misty Williams,19,23480,9163,104,3.0,855190091
['User'],Misty Williams,19,23481,9163,106,4.0,855190550
['User'],Misty Williams,19,23463,9163,46,3.0,855192496
['User'],Misty Williams,19,23462,9163,45,4.0,855191622
['User'],Misty Williams,19,23461,9163,44,3.0,855190091
['User'],Misty Williams,19,23460,9163,41,3.0,855190349
['User'],Misty Williams,19,23459,9163,36,3.0,855190091
['User'],Misty Williams,19,23458,9163,34,1.0,855194301
['User'],Misty Williams,19,23457,9163,32,3.0,855192868
['User'],Misty Williams,19,23456,9163,31,3.0,855193244
['User'],Misty Williams,19,23471,9163,66,3.0,855190167
['User'],Misty Williams,19,23470,9163,65,4.0,855192835
['User'],Misty Williams,19,23469,9163,62,3.0,855193488
['User'],Misty Williams,19,23468,9163,61,5.0,855191517
['User'],Misty Williams,19,23467,9163,59,3.0,855191478
['User'],Misty Williams,19,23466,9163,55,3.0,855192210
['User'],Misty Williams,19,23465,9163,52,3.0,855193076
['User'],Misty Williams,19,23464,9163,47,3.0,855190954
['User'],Misty Williams,19,23445,9163,0,3.0,855190091
['User'],Misty Williams,19,23446,9163,5,3.0,855194773
['User'],Misty Williams,19,23447,9163,7,3.0,855194718
['User'],Misty Williams,19,23452,9163,19,3.0,855192496
['User'],Misty Williams,19,23453,9163,20,3.0,855192773
['User'],Misty Williams,19,23454,9163,24,5.0,855190167
['User'],Misty Williams,19,23455,9163,26,5.0,855191930
['User'],Misty Williams,19,23448,9163,8,3.0,855192868
['User'],Misty Williams,19,23449,9163,12,3.0,855190128
['User'],Misty Williams,19,23450,9163,15,3.0,855190128
['User'],Misty Williams,19,23451,9163,18,3.0,855190232
['User'],Misty Williams,19,23691,9163,793,4.0,855192385
['User'],Misty Williams,19,23690,9163,792,5.0,855192178
['User'],Misty Williams,19,23689,9163,790,5.0,855192279
['User'],Misty Williams,19,23688,9163,789,4.0,855192419
['User'],Misty Williams,19,23695,9163,804,5.0,855192582
['User'],Misty Williams,19,23694,9163,803,4.0,855194498
['User'],Misty Williams,19,23693,9163,802,4.0,855192061
['User'],Misty Williams,19,23692,9163,794,4.0,855192090
['User'],Misty Williams,19,23683,9163,768,4.0,855193274
['User'],Misty Williams,19,23682,9163,767,5.0,855192419
['User'],Misty Williams,19,23681,9163,764,4.0,855191289
['User'],Misty Williams,19,23680,9163,763,5.0,855191517
['User'],Misty Williams,19,23687,9163,779,4.0,855192033
['User'],Misty Williams,19,23686,9163,772,3.0,855192582
['User'],Misty Williams,19,23685,9163,770,3.0,855192814
['User'],Misty Williams,19,23684,9163,769,4.0,855192210
['User'],Misty Williams,19,23706,9163,862,5.0,855190467
['User'],Misty Williams,19,23707,9163,863,3.0,855192178
['User'],Misty Williams,19,23704,9163,858,4.0,855193194
['User'],Misty Williams,19,23705,9163,859,4.0,855191324
['User'],Misty Williams,19,23710,9163,885,4.0,855190128
['User'],Misty Williams,19,23711,9163,887,3.0,855191775
['User'],Misty Williams,19,23708,9163,877,5.0,855190606
['User'],Misty Williams,19,23709,9163,878,3.0,855190382
['User'],Misty Williams,19,23698,9163,836,3.0,855193700
['User'],Misty Williams,19,23699,9163,842,4.0,855192120
['User'],Misty Williams,19,23696,9163,805,5.0,855192254
['User'],Misty Williams,19,23697,9163,813,4.0,855193628
['User'],Misty Williams,19,23702,9163,851,3.0,855192347
['User'],Misty Williams,19,23703,9163,852,5.0,855192033
['User'],Misty Williams,19,23700,9163,845,4.0,855195136
['User'],Misty Williams,19,23701,9163,846,4.0,855192347
['User'],Misty Williams,19,23721,9163,902,1.0,855192773
['User'],Misty Williams,19,23720,9163,901,3.0,855194052
['User'],Misty Williams,19,23723,9163,904,4.0,855191816
['User'],Misty Williams,19,23722,9163,903,3.0,855192910
['User'],Misty Williams,19,23725,9163,907,5.0,855191517
['User'],Misty Williams,19,23724,9163,905,5.0,855192001
['User'],Misty Williams,19,23727,9163,911,4.0,855191882
['User'],Misty Williams,19,23726,9163,910,3.0,855193194
['User'],Misty Williams,19,23713,9163,890,3.0,855191289
['User'],Misty Williams,19,23712,9163,889,4.0,855191701
['User'],Misty Williams,19,23715,9163,894,4.0,855191324
['User'],Misty Williams,19,23714,9163,892,3.0,855195268
['User'],Misty Williams,19,23717,9163,898,3.0,855193599
['User'],Misty Williams,19,23716,9163,896,4.0,855191517
['User'],Misty Williams,19,23719,9163,900,4.0,855191584
['User'],Misty Williams,19,23718,9163,899,4.0,855191228
['User'],Misty Williams,19,23736,9163,935,4.0,855191228
['User'],Misty Williams,19,23737,9163,941,3.0,855192254
['User'],Misty Williams,19,23738,9163,949,3.0,855192740
['User'],Misty Williams,19,23739,9163,953,3.0,855191882
['User'],Misty Williams,19,23740,9163,954,4.0,855193194
['User'],Misty Williams,19,23741,9163,956,5.0,855192496
['User'],Misty Williams,19,23742,9163,957,5.0,855192717
['User'],Misty Williams,19,23743,9163,960,3.0,855190427
['User'],Misty Williams,19,23728,9163,912,4.0,855191584
['User'],Misty Williams,19,23729,9163,920,3.0,855192940
['User'],Misty Williams,19,23730,9163,922,3.0,855194282
['User'],Misty Williams,19,23731,9163,923,3.0,855195373
['User'],Misty Williams,19,23732,9163,924,4.0,855193275
['User'],Misty Williams,19,23733,9163,925,3.0,855192347
['User'],Misty Williams,19,23734,9163,926,4.0,855192910
['User'],Misty Williams,19,23735,9163,931,5.0,855191430
['User'],Misty Williams,19,23759,9163,987,4.0,855191740
['User'],Misty Williams,19,23758,9163,986,5.0,855192454
['User'],Misty Williams,19,23757,9163,985,4.0,855191882
['User'],Misty Williams,19,23756,9163,983,5.0,855191478
['User'],Misty Williams,19,23755,9163,982,5.0,855191775
['User'],Misty Williams,19,23754,9163,981,4.0,855191478
['User'],Misty Williams,19,23753,9163,980,4.0,855191964
['User'],Misty Williams,19,23752,9163,979,4.0,855191702
['User'],Misty Williams,19,23751,9163,977,4.0,855191654
['User'],Misty Williams,19,23750,9163,976,4.0,855191553
['User'],Misty Williams,19,23749,9163,975,4.0,855191701
['User'],Misty Williams,19,23748,9163,974,4.0,855191430
['User'],Misty Williams,19,23747,9163,973,3.0,855191701
['User'],Misty Williams,19,23746,9163,972,5.0,855191622
['User'],Misty Williams,19,23745,9163,970,4.0,855191478
['User'],Misty Williams,19,23744,9163,962,4.0,855192496
['User'],Misty Williams,19,23774,9163,1005,5.0,855192061
['User'],Misty Williams,19,23775,9163,1007,4.0,855191740
['User'],Misty Williams,19,23772,9163,1003,5.0,855191882
['User'],Misty Williams,19,23773,9163,1004,4.0,855191622
['User'],Misty Williams,19,23770,9163,1000,5.0,855191846
['User'],Misty Williams,19,23771,9163,1002,3.0,855192517
['User'],Misty Williams,19,23768,9163,996,5.0,855191584
['User'],Misty Williams,19,23769,9163,997,5.0,855191740
['User'],Misty Williams,19,23766,9163,994,5.0,855191517
['User'],Misty Williams,19,23767,9163,995,5.0,855192558
['User'],Misty Williams,19,23764,9163,992,5.0,855192090
['User'],Misty Williams,19,23765,9163,993,4.0,855192385
['User'],Misty Williams,19,23762,9163,990,4.0,855192419
['User'],Misty Williams,19,23763,9163,991,2.0,855192814
['User'],Misty Williams,19,23760,9163,988,5.0,855191553
['User'],Misty Williams,19,23761,9163,989,4.0,855191584
['User'],Misty Williams,19,23789,9163,1030,5.0,855192279
['User'],Misty Williams,19,23788,9163,1027,5.0,855192033
['User'],Misty Williams,19,23791,9163,1032,3.0,855192061
['User'],Misty Williams,19,23790,9163,1031,5.0,855192033
['User'],Misty Williams,19,23785,9163,1023,4.0,855191882
['User'],Misty Williams,19,23784,9163,1022,4.0,855191816
['User'],Misty Williams,19,23787,9163,1026,4.0,855191930
['User'],Misty Williams,19,23786,9163,1025,4.0,855191816
['User'],Misty Williams,19,23781,9163,1019,3.0,855192868
['User'],Misty Williams,19,23780,9163,1017,4.0,855192001
['User'],Misty Williams,19,23783,9163,1021,4.0,855192347
['User'],Misty Williams,19,23782,9163,1020,3.0,855191702
['User'],Misty Williams,19,23777,9163,1012,5.0,855192347
['User'],Misty Williams,19,23776,9163,1011,4.0,855192419
['User'],Misty Williams,19,23779,9163,1015,5.0,855191882
['User'],Misty Williams,19,23778,9163,1013,4.0,855191383
['User'],Misty Williams,19,23804,9163,1047,4.0,855192636
['User'],Misty Williams,19,23805,9163,1048,3.0,855192605
['User'],Misty Williams,19,23806,9163,1049,4.0,855191930
['User'],Misty Williams,19,23807,9163,1051,4.0,855191654
['User'],Misty Williams,19,23800,9163,1042,4.0,855192033
['User'],Misty Williams,19,23801,9163,1043,5.0,855192178
['User'],Misty Williams,19,23802,9163,1044,3.0,855192455
['User'],Misty Williams,19,23803,9163,1045,3.0,855191964
['User'],Misty Williams,19,23796,9163,1038,4.0,855192773
['User'],Misty Williams,19,23797,9163,1039,4.0,855191930
['User'],Misty Williams,19,23798,9163,1040,4.0,855191740
['User'],Misty Williams,19,23799,9163,1041,3.0,855192688
['User'],Misty Williams,19,23792,9163,1033,5.0,855192001
['User'],Misty Williams,19,23793,9163,1034,5.0,855192347
['User'],Misty Williams,19,23794,9163,1035,4.0,855191930
['User'],Misty Williams,19,23795,9163,1036,4.0,855191775
['User'],Misty Williams,19,23554,9163,337,3.0,855192868
['User'],Misty Williams,19,23555,9163,338,3.0,855192178
['User'],Misty Williams,19,23552,9163,333,3.0,855193558
['User'],Misty Williams,19,23553,9163,334,3.0,855193864
['User'],Misty Williams,19,23558,9163,344,4.0,855193330
['User'],Misty Williams,19,23559,9163,347,3.0,855195078
['User'],Misty Williams,19,23556,9163,340,5.0,855192120
['User'],Misty Williams,19,23557,9163,341,5.0,855193770
['User'],Misty Williams,19,23562,9163,350,3.0,855194531
['User'],Misty Williams,19,23563,9163,352,3.0,855192636
['User'],Misty Williams,19,23560,9163,348,3.0,855192385
['User'],Misty Williams,19,23561,9163,349,3.0,855192254
['User'],Misty Williams,19,23566,9163,356,4.0,855191816
['User'],Misty Williams,19,23567,9163,359,3.0,855190166
['User'],Misty Williams,19,23564,9163,354,3.0,855193244
['User'],Misty Williams,19,23565,9163,355,1.0,855192254
['User'],Misty Williams,19,23571,9163,365,3.0,855192120
['User'],Misty Williams,19,23570,9163,363,3.0,855191228
['User'],Misty Williams,19,23569,9163,362,3.0,855193845
['User'],Misty Williams,19,23568,9163,360,3.0,855191289
['User'],Misty Williams,19,23575,9163,392,3.0,855193488
['User'],Misty Williams,19,23574,9163,381,3.0,855192605
['User'],Misty Williams,19,23573,9163,377,3.0,855193558
['User'],Misty Williams,19,23572,9163,366,3.0,855193914
['User'],Misty Williams,19,23579,9163,402,3.0,855194301
['User'],Misty Williams,19,23578,9163,399,4.0,855192210
['User'],Misty Williams,19,23577,9163,398,4.0,855194419
['User'],Misty Williams,19,23576,9163,397,3.0,855191701
['User'],Misty Williams,19,23583,9163,416,3.0,855192001
['User'],Misty Williams,19,23582,9163,413,3.0,855193404
['User'],Misty Williams,19,23581,9163,409,3.0,855192455
['User'],Misty Williams,19,23580,9163,408,3.0,855193330
['User'],Misty Williams,19,23584,9163,418,3.0,855194345
['User'],Misty Williams,19,23585,9163,419,3.0,855193700
['User'],Misty Williams,19,23586,9163,422,3.0,855193599
['User'],Misty Williams,19,23587,9163,424,4.0,855192910
['User'],Misty Williams,19,23588,9163,425,4.0,855192385
['User'],Misty Williams,19,23589,9163,431,4.0,855193488
['User'],Misty Williams,19,23590,9163,432,5.0,855193892
['User'],Misty Williams,19,23591,9163,435,4.0,855194397
['User'],Misty Williams,19,23592,9163,438,3.0,855192558
['User'],Misty Williams,19,23593,9163,441,3.0,855192419
['User'],Misty Williams,19,23594,9163,442,3.0,855191654
['User'],Misty Williams,19,23595,9163,445,2.0,855193806
['User'],Misty Williams,19,23596,9163,446,4.0,855192279
['User'],Misty Williams,19,23597,9163,447,1.0,855192308
['User'],Misty Williams,19,23598,9163,448,2.0,855192940
['User'],Misty Williams,19,23599,9163,451,1.0,855193330
['User'],Misty Williams,19,23601,9163,459,4.0,855191517
['User'],Misty Williams,19,23600,9163,457,3.0,855193449
['User'],Misty Williams,19,23603,9163,466,3.0,855194264
['User'],Misty Williams,19,23602,9163,460,3.0,855190128
['User'],Misty Williams,19,23605,9163,469,3.0,855193845
['User'],Misty Williams,19,23604,9163,467,5.0,855191228
['User'],Misty Williams,19,23607,9163,473,3.0,855192061
['User'],Misty Williams,19,23606,9163,472,3.0,855192558
['User'],Misty Williams,19,23609,9163,478,1.0,855193700
['User'],Misty Williams,19,23608,9163,474,4.0,855194216
['User'],Misty Williams,19,23611,9163,482,2.0,855193301
['User'],Misty Williams,19,23610,9163,480,5.0,855193012
['User'],Misty Williams,19,23613,9163,485,3.0,855193449
['User'],Misty Williams,19,23612,9163,484,1.0,855194590
['User'],Misty Williams,19,23615,9163,491,4.0,855191478
['User'],Misty Williams,19,23614,9163,487,3.0,855193301
['User'],Misty Williams,19,23622,9163,509,4.0,855194419
['User'],Misty Williams,19,23623,9163,512,3.0,855192254
['User'],Misty Williams,19,23620,9163,500,3.0,855192688
['User'],Misty Williams,19,23621,9163,504,4.0,855191622
['User'],Misty Williams,19,23618,9163,497,5.0,855192910
['User'],Misty Williams,19,23619,9163,498,4.0,855191324
['User'],Misty Williams,19,23616,9163,493,3.0,855192717
['User'],Misty Williams,19,23617,9163,494,5.0,855193358
['User'],Misty Williams,19,23630,9163,541,3.0,855191383
['User'],Misty Williams,19,23631,9163,542,3.0,855191289
['User'],Misty Williams,19,23628,9163,538,3.0,855194743
